year,age,industry,female,male
2019,25-29,Health & Social Services,,
2018,25-29,Health & Social Services,,
2017,25-29,Health & Social Services,,
2016,25-29,Health & Social Services,,
2015,25-29,Health & Social Services,,
2014,25-29,Health & Social Services,,
2013,25-29,Health & Social Services,,
2012,25-29,Health & Social Services,,
2011,25-29,Health & Social Services,,
2010,25-29,Health & Social Services,,
2009,25-29,Health & Social Services,,
2008,25-29,Health & Social Services,,
2007,25-29,Health & Social Services,,
2006,25-29,Health & Social Services,,
2005,25-29,Health & Social Services,,
2004,25-29,Health & Social Services,,
2003,25-29,Health & Social Services,,
2002,25-29,Health & Social Services,,
2001,25-29,Health & Social Services,,
2000,25-29,Health & Social Services,,
2021,30-34,Health & Social Services,,
2020,30-34,Health & Social Services,,
2019,30-34,Health & Social Services,,
2018,30-34,Health & Social Services,,
2017,30-34,Health & Social Services,,
2016,30-34,Health & Social Services,,
2015,30-34,Health & Social Services,,
2014,30-34,Health & Social Services,,
2013,30-34,Health & Social Services,,
2012,30-34,Health & Social Services,,
2011,30-34,Health & Social Services,,
2010,30-34,Health & Social Services,,
2009,30-34,Health & Social Services,,
2008,30-34,Health & Social Services,,
2007,30-34,Health & Social Services,,
2006,30-34,Health & Social Services,,
2005,30-34,Health & Social Services,,
2004,30-34,Health & Social Services,,
2003,30-34,Health & Social Services,,
2002,30-34,Health & Social Services,,
2001,30-34,Health & Social Services,,
2000,30-34,Health & Social Services,,
2021,35-39,Health & Social Services,,
2020,35-39,Health & Social Services,,
2019,35-39,Health & Social Services,,
2018,35-39,Health & Social Services,,
2017,35-39,Health & Social Services,,
2016,35-39,Health & Social Services,,
2015,35-39,Health & Social Services,,
2014,35-39,Health & Social Services,,
2013,35-39,Health & Social Services,,
2012,35-39,Health & Social Services,,
2011,35-39,Health & Social Services,,
2010,35-39,Health & Social Services,,
2009,35-39,Health & Social Services,,
2008,35-39,Health & Social Services,,
2007,35-39,Health & Social Services,,
2006,35-39,Health & Social Services,,
2005,35-39,Health & Social Services,,
2004,35-39,Health & Social Services,,
2003,35-39,Health & Social Services,,
2002,35-39,Health & Social Services,,
2001,35-39,Health & Social Services,,
2000,35-39,Health & Social Services,,
2021,40-44,Health & Social Services,,
2020,40-44,Health & Social Services,,
2019,40-44,Health & Social Services,,
2018,40-44,Health & Social Services,,
2017,40-44,Health & Social Services,,
2016,40-44,Health & Social Services,,
2015,40-44,Health & Social Services,,
2014,40-44,Health & Social Services,,
2013,40-44,Health & Social Services,,
2012,40-44,Health & Social Services,,
2011,40-44,Health & Social Services,,
2010,40-44,Health & Social Services,,
2009,40-44,Health & Social Services,,
2008,40-44,Health & Social Services,,
2007,40-44,Health & Social Services,,
2006,40-44,Health & Social Services,,
2005,40-44,Health & Social Services,,
2004,40-44,Health & Social Services,,
2003,40-44,Health & Social Services,,
2002,40-44,Health & Social Services,,
2001,40-44,Health & Social Services,,
2000,40-44,Health & Social Services,,
2021,45-49,Health & Social Services,,
2020,45-49,Health & Social Services,,
2019,45-49,Health & Social Services,,
2018,45-49,Health & Social Services,,
2017,45-49,Health & Social Services,,
2016,45-49,Health & Social Services,,
2015,45-49,Health & Social Services,,
2014,45-49,Health & Social Services,,
2013,45-49,Health & Social Services,,
2012,45-49,Health & Social Services,,
2011,45-49,Health & Social Services,,
2010,45-49,Health & Social Services,,
2009,45-49,Health & Social Services,,
2008,45-49,Health & Social Services,,
2007,45-49,Health & Social Services,,
2006,45-49,Health & Social Services,,
2005,45-49,Health & Social Services,,
2004,45-49,Health & Social Services,,
2003,45-49,Health & Social Services,,
2002,45-49,Health & Social Services,,
2001,45-49,Health & Social Services,,
2000,45-49,Health & Social Services,,
2021,50-54,Health & Social Services,,
2020,50-54,Health & Social Services,,
2019,50-54,Health & Social Services,,
2018,50-54,Health & Social Services,,
2017,50-54,Health & Social Services,,
2016,50-54,Health & Social Services,,
2015,50-54,Health & Social Services,,
2014,50-54,Health & Social Services,,
2013,50-54,Health & Social Services,,
2012,50-54,Health & Social Services,,
2011,50-54,Health & Social Services,,
2010,50-54,Health & Social Services,,
2009,50-54,Health & Social Services,,
2008,50-54,Health & Social Services,,
2007,50-54,Health & Social Services,,
2006,50-54,Health & Social Services,,
2005,50-54,Health & Social Services,,
2004,50-54,Health & Social Services,,
2003,50-54,Health & Social Services,,
2002,50-54,Health & Social Services,,
2001,50-54,Health & Social Services,,
2000,50-54,Health & Social Services,,
2021,55-59,Health & Social Services,,
2020,55-59,Health & Social Services,,
2019,55-59,Health & Social Services,,
2018,55-59,Health & Social Services,,
2017,55-59,Health & Social Services,,
2016,55-59,Health & Social Services,,
2015,55-59,Health & Social Services,,
2014,55-59,Health & Social Services,,
2013,55-59,Health & Social Services,,
2012,55-59,Health & Social Services,,
2011,55-59,Health & Social Services,,
2010,55-59,Health & Social Services,,
2009,55-59,Health & Social Services,,
2008,55-59,Health & Social Services,,
2007,55-59,Health & Social Services,,
2006,55-59,Health & Social Services,,
2005,55-59,Health & Social Services,,
2004,55-59,Health & Social Services,,
2003,55-59,Health & Social Services,,
2002,55-59,Health & Social Services,,
2001,55-59,Health & Social Services,,
2000,55-59,Health & Social Services,,
2021,60-64,Health & Social Services,,
2020,60-64,Health & Social Services,,
2019,60-64,Health & Social Services,,
2018,60-64,Health & Social Services,,
2017,60-64,Health & Social Services,,
2016,60-64,Health & Social Services,,
2015,60-64,Health & Social Services,,
2014,60-64,Health & Social Services,,
2013,60-64,Health & Social Services,,
2012,60-64,Health & Social Services,,
2011,60-64,Health & Social Services,,
2010,60-64,Health & Social Services,,
2009,60-64,Health & Social Services,,
2008,60-64,Health & Social Services,,
2007,60-64,Health & Social Services,,
2006,60-64,Health & Social Services,,
2005,60-64,Health & Social Services,,
2004,60-64,Health & Social Services,,
2003,60-64,Health & Social Services,,
2002,60-64,Health & Social Services,,
2001,60-64,Health & Social Services,,
2000,60-64,Health & Social Services,,
2021,65 and older,Health & Social Services,,
2020,65 and older,Health & Social Services,,
2019,65 and older,Health & Social Services,,
2018,65 and older,Health & Social Services,,
2017,65 and older,Health & Social Services,,
2016,65 and older,Health & Social Services,,
2015,65 and older,Health & Social Services,,
2014,65 and older,Health & Social Services,,
2013,65 and older,Health & Social Services,,
2012,65 and older,Health & Social Services,,
2011,65 and older,Health & Social Services,,
2010,65 and older,Health & Social Services,,
2009,65 and older,Health & Social Services,,
2008,65 and older,Health & Social Services,,
2007,65 and older,Health & Social Services,,
2006,65 and older,Health & Social Services,,
2005,65 and older,Health & Social Services,,
2004,65 and older,Health & Social Services,,
2003,65 and older,Health & Social Services,,
2002,65 and older,Health & Social Services,,
2001,65 and older,Health & Social Services,,
2000,65 and older,Health & Social Services,,
2021,15-19,"Arts, Entertainment & Recreation",,
2020,15-19,"Arts, Entertainment & Recreation",,
2019,15-19,"Arts, Entertainment & Recreation",,
2018,15-19,"Arts, Entertainment & Recreation",,
2017,15-19,"Arts, Entertainment & Recreation",,
2016,15-19,"Arts, Entertainment & Recreation",,
2015,15-19,"Arts, Entertainment & Recreation",,
2014,15-19,"Arts, Entertainment & Recreation",,
2013,15-19,"Arts, Entertainment & Recreation",,
2012,15-19,"Arts, Entertainment & Recreation",,
2011,15-19,"Arts, Entertainment & Recreation",,
2010,15-19,"Arts, Entertainment & Recreation",,
2009,15-19,"Arts, Entertainment & Recreation",,
2008,15-19,"Arts, Entertainment & Recreation",,
2007,15-19,"Arts, Entertainment & Recreation",,
2006,15-19,"Arts, Entertainment & Recreation",,
2005,15-19,"Arts, Entertainment & Recreation",,
2004,15-19,"Arts, Entertainment & Recreation",,
2003,15-19,"Arts, Entertainment & Recreation",,
2002,15-19,"Arts, Entertainment & Recreation",,
2001,15-19,"Arts, Entertainment & Recreation",,
2000,15-19,"Arts, Entertainment & Recreation",,
2021,20-24,"Arts, Entertainment & Recreation",,
2020,20-24,"Arts, Entertainment & Recreation",,
2019,20-24,"Arts, Entertainment & Recreation",,
2018,20-24,"Arts, Entertainment & Recreation",,
2017,20-24,"Arts, Entertainment & Recreation",,
2016,20-24,"Arts, Entertainment & Recreation",,
2015,20-24,"Arts, Entertainment & Recreation",,
2014,20-24,"Arts, Entertainment & Recreation",,
2013,20-24,"Arts, Entertainment & Recreation",,
2012,20-24,"Arts, Entertainment & Recreation",,
2011,20-24,"Arts, Entertainment & Recreation",,
2010,20-24,"Arts, Entertainment & Recreation",,
2009,20-24,"Arts, Entertainment & Recreation",,
2008,20-24,"Arts, Entertainment & Recreation",,
