year,age,sex,industry,numberOfWorkers,,,,,,,,,,,,,,,
2010,20-24,female,Other Community Social Personal Services,1500,,,,,,,,,,,,,,,
2009,20-24,female,Other Community Social Personal Services,2400,,,,,,,,,,,,,,,
2008,20-24,female,Other Community Social Personal Services,1800,,,,,,,,,,,,,,,
2007,20-24,female,Other Community Social Personal Services,1400,,,,,,,,,,,,,,,
2006,20-24,female,Other Community Social Personal Services,2300,,,,,,,,,,,,,,,
2005,20-24,female,Other Community Social Personal Services,1700,,,,,,,,,,,,,,,
2004,20-24,female,Other Community Social Personal Services,1500,,,,,,,,,,,,,,,
2003,20-24,female,Other Community Social Personal Services,1000,,,,,,,,,,,,,,,
2002,20-24,female,Other Community Social Personal Services,1500,,,,,,,,,,,,,,,
2001,20-24,female,Other Community Social Personal Services,1000,,,,,,,,,,,,,,,
2000,20-24,female,Other Community Social Personal Services,1300,,,,,,,,,,,,,,,
2021,25-29,female,Other Community Social Personal Services,3900,,,,,,,,,,,,,,,
2020,25-29,female,Other Community Social Personal Services,2900,,,,,,,,,,,,,,,
2019,25-29,female,Other Community Social Personal Services,2700,,,,,,,,,,,,,,,
2018,25-29,female,Other Community Social Personal Services,3200,,,,,,,,,,,,,,,
2017,25-29,female,Other Community Social Personal Services,2500,,,,,,,,,,,,,,,
2016,25-29,female,Other Community Social Personal Services,3000,,,,,,,,,,,,,,,
2015,25-29,female,Other Community Social Personal Services,3900,,,,,,,,,,,,,,,
2014,25-29,female,Other Community Social Personal Services,2800,,,,,,,,,,,,,,,
2013,25-29,female,Other Community Social Personal Services,2900,,,,,,,,,,,,,,,
2012,25-29,female,Other Community Social Personal Services,2200,,,,,,,,,,,,,,,
2011,25-29,female,Other Community Social Personal Services,2900,,,,,,,,,,,,,,,
2010,25-29,female,Other Community Social Personal Services,2700,,,,,,,,,,,,,,,
2009,25-29,female,Other Community Social Personal Services,2500,,,,,,,,,,,,,,,
2008,25-29,female,Other Community Social Personal Services,3300,,,,,,,,,,,,,,,
2007,25-29,female,Other Community Social Personal Services,2400,,,,,,,,,,,,,,,
2006,25-29,female,Other Community Social Personal Services,2700,,,,,,,,,,,,,,,
2005,25-29,female,Other Community Social Personal Services,2600,,,,,,,,,,,,,,,
2004,25-29,female,Other Community Social Personal Services,2200,,,,,,,,,,,,,,,
2003,25-29,female,Other Community Social Personal Services,2600,,,,,,,,,,,,,,,
2002,25-29,female,Other Community Social Personal Services,2300,,,,,,,,,,,,,,,
2001,25-29,female,Other Community Social Personal Services,2300,,,,,,,,,,,,,,,
2000,25-29,female,Other Community Social Personal Services,2500,,,,,,,,,,,,,,,
2021,30-34,female,Other Community Social Personal Services,4800,,,,,,,,,,,,,,,
2020,30-34,female,Other Community Social Personal Services,4000,,,,,,,,,,,,,,,
2019,30-34,female,Other Community Social Personal Services,3800,,,,,,,,,,,,,,,
2018,30-34,female,Other Community Social Personal Services,3200,,,,,,,,,,,,,,,
2017,30-34,female,Other Community Social Personal Services,3600,,,,,,,,,,,,,,,
2016,30-34,female,Other Community Social Personal Services,3700,,,,,,,,,,,,,,,
2015,30-34,female,Other Community Social Personal Services,2700,,,,,,,,,,,,,,,
2014,30-34,female,Other Community Social Personal Services,3400,,,,,,,,,,,,,,,
2013,30-34,female,Other Community Social Personal Services,3800,,,,,,,,,,,,,,,
2012,30-34,female,Other Community Social Personal Services,3700,,,,,,,,,,,,,,,
2011,30-34,female,Other Community Social Personal Services,3700,,,,,,,,,,,,,,,
2010,30-34,female,Other Community Social Personal Services,3100,,,,,,,,,,,,,,,
2009,30-34,female,Other Community Social Personal Services,3400,,,,,,,,,,,,,,,
2008,30-34,female,Other Community Social Personal Services,4100,,,,,,,,,,,,,,,
2007,30-34,female,Other Community Social Personal Services,2900,,,,,,,,,,,,,,,
2006,30-34,female,Other Community Social Personal Services,3500,,,,,,,,,,,,,,,
2005,30-34,female,Other Community Social Personal Services,3600,,,,,,,,,,,,,,,
2004,30-34,female,Other Community Social Personal Services,3500,,,,,,,,,,,,,,,
2003,30-34,female,Other Community Social Personal Services,3600,,,,,,,,,,,,,,,
2002,30-34,female,Other Community Social Personal Services,2900,,,,,,,,,,,,,,,
2001,30-34,female,Other Community Social Personal Services,3000,,,,,,,,,,,,,,,
2000,30-34,female,Other Community Social Personal Services,2900,,,,,,,,,,,,,,,
2021,35-39,female,Other Community Social Personal Services,4500,,,,,,,,,,,,,,,
2020,35-39,female,Other Community Social Personal Services,4100,,,,,,,,,,,,,,,
2019,35-39,female,Other Community Social Personal Services,3800,,,,,,,,,,,,,,,
2018,35-39,female,Other Community Social Personal Services,4600,,,,,,,,,,,,,,,
2017,35-39,female,Other Community Social Personal Services,3900,,,,,,,,,,,,,,,
2016,35-39,female,Other Community Social Personal Services,3700,,,,,,,,,,,,,,,
2015,35-39,female,Other Community Social Personal Services,4200,,,,,,,,,,,,,,,
2014,35-39,female,Other Community Social Personal Services,4500,,,,,,,,,,,,,,,
2013,35-39,female,Other Community Social Personal Services,4100,,,,,,,,,,,,,,,
2012,35-39,female,Other Community Social Personal Services,4600,,,,,,,,,,,,,,,
2011,35-39,female,Other Community Social Personal Services,3900,,,,,,,,,,,,,,,
2010,35-39,female,Other Community Social Personal Services,4800,,,,,,,,,,,,,,,
2009,35-39,female,Other Community Social Personal Services,4700,,,,,,,,,,,,,,,
2008,35-39,female,Other Community Social Personal Services,3600,,,,,,,,,,,,,,,
2007,35-39,female,Other Community Social Personal Services,3700,,,,,,,,,,,,,,,
2006,35-39,female,Other Community Social Personal Services,3200,,,,,,,,,,,,,,,
2005,35-39,female,Other Community Social Personal Services,4200,,,,,,,,,,,,,,,
2004,35-39,female,Other Community Social Personal Services,3600,,,,,,,,,,,,,,,
2003,35-39,female,Other Community Social Personal Services,3900,,,,,,,,,,,,,,,
2002,35-39,female,Other Community Social Personal Services,3700,,,,,,,,,,,,,,,
2001,35-39,female,Other Community Social Personal Services,4500,,,,,,,,,,,,,,,
2000,35-39,female,Other Community Social Personal Services,3000,,,,,,,,,,,,,,,
2021,40-44,female,Other Community Social Personal Services,4300,,,,,,,,,,,,,,,
2020,40-44,female,Other Community Social Personal Services,4000,,,,,,,,,,,,,,,
2019,40-44,female,Other Community Social Personal Services,4100,,,,,,,,,,,,,,,
2018,40-44,female,Other Community Social Personal Services,5000,,,,,,,,,,,,,,,
2017,40-44,female,Other Community Social Personal Services,4400,,,,,,,,,,,,,,,
2016,40-44,female,Other Community Social Personal Services,4900,,,,,,,,,,,,,,,
2015,40-44,female,Other Community Social Personal Services,5500,,,,,,,,,,,,,,,
2014,40-44,female,Other Community Social Personal Services,4600,,,,,,,,,,,,,,,
2013,40-44,female,Other Community Social Personal Services,4800,,,,,,,,,,,,,,,
2012,40-44,female,Other Community Social Personal Services,4900,,,,,,,,,,,,,,,
2011,40-44,female,Other Community Social Personal Services,5000,,,,,,,,,,,,,,,
2010,40-44,female,Other Community Social Personal Services,4700,,,,,,,,,,,,,,,
2009,40-44,female,Other Community Social Personal Services,5000,,,,,,,,,,,,,,,
2008,40-44,female,Other Community Social Personal Services,5200,,,,,,,,,,,,,,,
2007,40-44,female,Other Community Social Personal Services,5600,,,,,,,,,,,,,,,
2006,40-44,female,Other Community Social Personal Services,5600,,,,,,,,,,,,,,,
2005,40-44,female,Other Community Social Personal Services,4300,,,,,,,,,,,,,,,
2004,40-44,female,Other Community Social Personal Services,4600,,,,,,,,,,,,,,,
2003,40-44,female,Other Community Social Personal Services,3700,,,,,,,,,,,,,,,
2002,40-44,female,Other Community Social Personal Services,4500,,,,,,,,,,,,,,,
2001,40-44,female,Other Community Social Personal Services,4300,,,,,,,,,,,,,,,
2000,40-44,female,Other Community Social Personal Services,3100,,,,,,,,,,,,,,,
2021,45-49,female,Other Community Social Personal Services,4400,,,,,,,,,,,,,,,
2020,45-49,female,Other Community Social Personal Services,4400,,,,,,,,,,,,,,,
2019,45-49,female,Other Community Social Personal Services,5400,,,,,,,,,,,,,,,
2018,45-49,female,Other Community Social Personal Services,5200,,,,,,,,,,,,,,,
2017,45-49,female,Other Community Social Personal Services,6200,,,,,,,,,,,,,,,
2016,45-49,female,Other Community Social Personal Services,5500,,,,,,,,,,,,,,,
2015,45-49,female,Other Community Social Personal Services,5000,,,,,,,,,,,,,,,
2014,45-49,female,Other Community Social Personal Services,4900,,,,,,,,,,,,,,,
2013,45-49,female,Other Community Social Personal Services,5800,,,,,,,,,,,,,,,
2012,45-49,female,Other Community Social Personal Services,6300,,,,,,,,,,,,,,,
2011,45-49,female,Other Community Social Personal Services,4700,,,,,,,,,,,,,,,
2010,45-49,female,Other Community Social Personal Services,5700,,,,,,,,,,,,,,,
2009,45-49,female,Other Community Social Personal Services,5200,,,,,,,,,,,,,,,
2008,45-49,female,Other Community Social Personal Services,5300,,,,,,,,,,,,,,,
2007,45-49,female,Other Community Social Personal Services,6200,,,,,,,,,,,,,,,
2006,45-49,female,Other Community Social Personal Services,5100,,,,,,,,,,,,,,,
2005,45-49,female,Other Community Social Personal Services,3600,,,,,,,,,,,,,,,
2004,45-49,female,Other Community Social Personal Services,3400,,,,,,,,,,,,,,,
2003,45-49,female,Other Community Social Personal Services,3800,,,,,,,,,,,,,,,
2002,45-49,female,Other Community Social Personal Services,3000,,,,,,,,,,,,,,,
2001,45-49,female,Other Community Social Personal Services,3600,,,,,,,,,,,,,,,
2000,45-49,female,Other Community Social Personal Services,2800,,,,,,,,,,,,,,,
2021,50-54,female,Other Community Social Personal Services,4400,,,,,,,,,,,,,,,
2020,50-54,female,Other Community Social Personal Services,4800,,,,,,,,,,,,,,,
2019,50-54,female,Other Community Social Personal Services,4600,,,,,,,,,,,,,,,
2018,50-54,female,Other Community Social Personal Services,5400,,,,,,,,,,,,,,,
2017,50-54,female,Other Community Social Personal Services,4600,,,,,,,,,,,,,,,
2016,50-54,female,Other Community Social Personal Services,5300,,,,,,,,,,,,,,,
2015,50-54,female,Other Community Social Personal Services,4700,,,,,,,,,,,,,,,
2014,50-54,female,Other Community Social Personal Services,5200,,,,,,,,,,,,,,,
2013,50-54,female,Other Community Social Personal Services,5200,,,,,,,,,,,,,,,
2012,50-54,female,Other Community Social Personal Services,4200,,,,,,,,,,,,,,,
2011,50-54,female,Other Community Social Personal Services,5600,,,,,,,,,,,,,,,
2010,50-54,female,Other Community Social Personal Services,5700,,,,,,,,,,,,,,,
2009,50-54,female,Other Community Social Personal Services,4900,,,,,,,,,,,,,,,
2008,50-54,female,Other Community Social Personal Services,4200,,,,,,,,,,,,,,,
2007,50-54,female,Other Community Social Personal Services,4700,,,,,,,,,,,,,,,
2006,50-54,female,Other Community Social Personal Services,4100,,,,,,,,,,,,,,,
2005,50-54,female,Other Community Social Personal Services,2900,,,,,,,,,,,,,,,
2004,50-54,female,Other Community Social Personal Services,2800,,,,,,,,,,,,,,,
2003,50-54,female,Other Community Social Personal Services,3500,,,,,,,,,,,,,,,
2002,50-54,female,Other Community Social Personal Services,2500,,,,,,,,,,,,,,,
2001,50-54,female,Other Community Social Personal Services,2700,,,,,,,,,,,,,,,
2000,50-54,female,Other Community Social Personal Services,2100,,,,,,,,,,,,,,,
2021,55-59,female,Other Community Social Personal Services,4400,,,,,,,,,,,,,,,
2020,55-59,female,Other Community Social Personal Services,4900,,,,,,,,,,,,,,,
2019,55-59,female,Other Community Social Personal Services,3800,,,,,,,,,,,,,,,
2018,55-59,female,Other Community Social Personal Services,4000,,,,,,,,,,,,,,,
2017,55-59,female,Other Community Social Personal Services,4000,,,,,,,,,,,,,,,
2016,55-59,female,Other Community Social Personal Services,4100,,,,,,,,,,,,,,,
2015,55-59,female,Other Community Social Personal Services,3400,,,,,,,,,,,,,,,
2014,55-59,female,Other Community Social Personal Services,5200,,,,,,,,,,,,,,,
2013,55-59,female,Other Community Social Personal Services,4000,,,,,,,,,,,,,,,
2012,55-59,female,Other Community Social Personal Services,3900,,,,,,,,,,,,,,,
2011,55-59,female,Other Community Social Personal Services,3700,,,,,,,,,,,,,,,
2010,55-59,female,Other Community Social Personal Services,4400,,,,,,,,,,,,,,,
2009,55-59,female,Other Community Social Personal Services,2900,,,,,,,,,,,,,,,
2008,55-59,female,Other Community Social Personal Services,3600,,,,,,,,,,,,,,,
2007,55-59,female,Other Community Social Personal Services,3500,,,,,,,,,,,,,,,
2006,55-59,female,Other Community Social Personal Services,2500,,,,,,,,,,,,,,,
2005,55-59,female,Other Community Social Personal Services,2000,,,,,,,,,,,,,,,
2004,55-59,female,Other Community Social Personal Services,1700,,,,,,,,,,,,,,,
2003,55-59,female,Other Community Social Personal Services,1200,,,,,,,,,,,,,,,
2002,55-59,female,Other Community Social Personal Services,1500,,,,,,,,,,,,,,,
2001,55-59,female,Other Community Social Personal Services,900,,,,,,,,,,,,,,,
2000,55-59,female,Other Community Social Personal Services,800,,,,,,,,,,,,,,,
2021,60-64,female,Other Community Social Personal Services,3600,,,,,,,,,,,,,,,
2020,60-64,female,Other Community Social Personal Services,3800,,,,,,,,,,,,,,,
2019,60-64,female,Other Community Social Personal Services,2800,,,,,,,,,,,,,,,
2018,60-64,female,Other Community Social Personal Services,3400,,,,,,,,,,,,,,,
2017,60-64,female,Other Community Social Personal Services,3600,,,,,,,,,,,,,,,
2016,60-64,female,Other Community Social Personal Services,2400,,,,,,,,,,,,,,,
2015,60-64,female,Other Community Social Personal Services,3500,,,,,,,,,,,,,,,
2014,60-64,female,Other Community Social Personal Services,3500,,,,,,,,,,,,,,,
2013,60-64,female,Other Community Social Personal Services,2700,,,,,,,,,,,,,,,
2012,60-64,female,Other Community Social Personal Services,3600,,,,,,,,,,,,,,,
2011,60-64,female,Other Community Social Personal Services,2600,,,,,,,,,,,,,,,
2010,60-64,female,Other Community Social Personal Services,2300,,,,,,,,,,,,,,,
2009,60-64,female,Other Community Social Personal Services,2500,,,,,,,,,,,,,,,
2008,60-64,female,Other Community Social Personal Services,1600,,,,,,,,,,,,,,,
2007,60-64,female,Other Community Social Personal Services,1300,,,,,,,,,,,,,,,
2006,60-64,female,Other Community Social Personal Services,1300,,,,,,,,,,,,,,,
2005,60-64,female,Other Community Social Personal Services,800,,,,,,,,,,,,,,,
2004,60-64,female,Other Community Social Personal Services,900,,,,,,,,,,,,,,,
2003,60-64,female,Other Community Social Personal Services,600,,,,,,,,,,,,,,,
2002,60-64,female,Other Community Social Personal Services,500,,,,,,,,,,,,,,,
2001,60-64,female,Other Community Social Personal Services,500,,,,,,,,,,,,,,,
2000,60-64,female,Other Community Social Personal Services,500,,,,,,,,,,,,,,,
2021,65 and older,female,Other Community Social Personal Services,5800,,,,,,,,,,,,,,,
2020,65 and older,female,Other Community Social Personal Services,4700,,,,,,,,,,,,,,,
2019,65 and older,female,Other Community Social Personal Services,3700,,,,,,,,,,,,,,,
2018,65 and older,female,Other Community Social Personal Services,2800,,,,,,,,,,,,,,,
2017,65 and older,female,Other Community Social Personal Services,3200,,,,,,,,,,,,,,,
2016,65 and older,female,Other Community Social Personal Services,2700,,,,,,,,,,,,,,,
2015,65 and older,female,Other Community Social Personal Services,2500,,,,,,,,,,,,,,,
2014,65 and older,female,Other Community Social Personal Services,3000,,,,,,,,,,,,,,,
2013,65 and older,female,Other Community Social Personal Services,2500,,,,,,,,,,,,,,,
2012,65 and older,female,Other Community Social Personal Services,2500,,,,,,,,,,,,,,,
2011,65 and older,female,Other Community Social Personal Services,2300,,,,,,,,,,,,,,,
2010,65 and older,female,Other Community Social Personal Services,1800,,,,,,,,,,,,,,,
2009,65 and older,female,Other Community Social Personal Services,1600,,,,,,,,,,,,,,,
2008,65 and older,female,Other Community Social Personal Services,1200,,,,,,,,,,,,,,,
2007,65 and older,female,Other Community Social Personal Services,1000,,,,,,,,,,,,,,,
2006,65 and older,female,Other Community Social Personal Services,1000,,,,,,,,,,,,,,,
2005,65 and older,female,Other Community Social Personal Services,400,,,,,,,,,,,,,,,
2004,65 and older,female,Other Community Social Personal Services,500,,,,,,,,,,,,,,,
2003,65 and older,female,Other Community Social Personal Services,500,,,,,,,,,,,,,,,
2002,65 and older,female,Other Community Social Personal Services,500,,,,,,,,,,,,,,,
2001,65 and older,female,Other Community Social Personal Services,400,,,,,,,,,,,,,,,
2000,65 and older,female,Other Community Social Personal Services,300,,,,,,,,,,,,,,,
2021,15-19,male,Other Community Social Personal Services,100,,,,,,,,,,,,,,,
2020,15-19,male,Other Community Social Personal Services,0,,,,,,,,,,,,,,,
2019,15-19,male,Other Community Social Personal Services,100,,,,,,,,,,,,,,,
2018,15-19,male,Other Community Social Personal Services,0,,,,,,,,,,,,,,,
2017,15-19,male,Other Community Social Personal Services,200,,,,,,,,,,,,,,,
2016,15-19,male,Other Community Social Personal Services,200,,,,,,,,,,,,,,,
2015,15-19,male,Other Community Social Personal Services,200,,,,,,,,,,,,,,,
2014,15-19,male,Other Community Social Personal Services,100,,,,,,,,,,,,,,,
2013,15-19,male,Other Community Social Personal Services,200,,,,,,,,,,,,,,,
2012,15-19,male,Other Community Social Personal Services,100,,,,,,,,,,,,,,,
2011,15-19,male,Other Community Social Personal Services,0,,,,,,,,,,,,,,,
2010,15-19,male,Other Community Social Personal Services,100,,,,,,,,,,,,,,,
2009,15-19,male,Other Community Social Personal Services,200,,,,,,,,,,,,,,,
2008,15-19,male,Other Community Social Personal Services,200,,,,,,,,,,,,,,,
2007,15-19,male,Other Community Social Personal Services,0,,,,,,,,,,,,,,,
2006,15-19,male,Other Community Social Personal Services,200,,,,,,,,,,,,,,,
2005,15-19,male,Other Community Social Personal Services,100,,,,,,,,,,,,,,,
2004,15-19,male,Other Community Social Personal Services,100,,,,,,,,,,,,,,,
2003,15-19,male,Other Community Social Personal Services,100,,,,,,,,,,,,,,,
2002,15-19,male,Other Community Social Personal Services,200,,,,,,,,,,,,,,,
2001,15-19,male,Other Community Social Personal Services,100,,,,,,,,,,,,,,,
2000,15-19,male,Other Community Social Personal Services,100,,,,,,,,,,,,,,,
2021,20-24,male,Other Community Social Personal Services,400,,,,,,,,,,,,,,,
2020,20-24,male,Other Community Social Personal Services,600,,,,,,,,,,,,,,,
2019,20-24,male,Other Community Social Personal Services,800,,,,,,,,,,,,,,,
2018,20-24,male,Other Community Social Personal Services,600,,,,,,,,,,,,,,,
2017,20-24,male,Other Community Social Personal Services,700,,,,,,,,,,,,,,,
2016,20-24,male,Other Community Social Personal Services,800,,,,,,,,,,,,,,,
2015,20-24,male,Other Community Social Personal Services,900,,,,,,,,,,,,,,,
2014,20-24,male,Other Community Social Personal Services,900,,,,,,,,,,,,,,,
2013,20-24,male,Other Community Social Personal Services,800,,,,,,,,,,,,,,,
2012,20-24,male,Other Community Social Personal Services,1000,,,,,,,,,,,,,,,
2011,20-24,male,Other Community Social Personal Services,600,,,,,,,,,,,,,,,
2010,20-24,male,Other Community Social Personal Services,1000,,,,,,,,,,,,,,,
2009,20-24,male,Other Community Social Personal Services,800,,,,,,,,,,,,,,,
2008,20-24,male,Other Community Social Personal Services,800,,,,,,,,,,,,,,,
2007,20-24,male,Other Community Social Personal Services,800,,,,,,,,,,,,,,,
2006,20-24,male,Other Community Social Personal Services,700,,,,,,,,,,,,,,,
2005,20-24,male,Other Community Social Personal Services,900,,,,,,,,,,,,,,,
2004,20-24,male,Other Community Social Personal Services,1000,,,,,,,,,,,,,,,
2003,20-24,male,Other Community Social Personal Services,800,,,,,,,,,,,,,,,
2002,20-24,male,Other Community Social Personal Services,900,,,,,,,,,,,,,,,
2001,20-24,male,Other Community Social Personal Services,900,,,,,,,,,,,,,,,
2000,20-24,male,Other Community Social Personal Services,1100,,,,,,,,,,,,,,,
2021,25-29,male,Other Community Social Personal Services,2400,,,,,,,,,,,,,,,
2020,25-29,male,Other Community Social Personal Services,1900,,,,,,,,,,,,,,,
2019,25-29,male,Other Community Social Personal Services,1600,,,,,,,,,,,,,,,
2018,25-29,male,Other Community Social Personal Services,2200,,,,,,,,,,,,,,,
2017,25-29,male,Other Community Social Personal Services,2000,,,,,,,,,,,,,,,
2016,25-29,male,Other Community Social Personal Services,2200,,,,,,,,,,,,,,,
2015,25-29,male,Other Community Social Personal Services,2000,,,,,,,,,,,,,,,
